,pValue,logFC 
AC093817.1,NA,7.278119034
LINC02496,NA,7.278119034
AC118758.3,NA,7.273341022
AC017006.1,NA,7.150907609
AP003400.1,NA,7.129448553
LINC01780,NA,7.006273635
AL359682.1,NA,6.989241537
MIR381HG,NA,6.988180381
HCFC1-AS1,NA,6.921643225
LINC01998,NA,6.882221216
DMBT1,NA,6.58882069
AC073140.1,NA,6.531451121
AC034229.1,NA,6.448893299
AC099791.3,NA,6.394955831
AC025265.2,NA,6.386984503
LINC02469,NA,6.373547827
C11orf52,NA,6.340659707
TRIM42,NA,6.325260084
OTOR,NA,6.267386193
SAA1,NA,6.262651302
AL135937.1,NA,6.205990807
LINC01603,NA,6.148901448
AC011498.2,NA,6.121904207
AP001360.3,NA,6.085589581
FABP1,NA,6.037506221
AC006450.2,NA,6.018217647
LINC01635,NA,5.914211527
AC023310.4,NA,5.787419587
TCF23,NA,5.527294346
AC079466.2,NA,5.519674521
HTR3C,NA,5.493804111
AC027287.2,NA,5.480269245
AC012508.3,NA,5.469342208
AC100786.2,NA,5.326462202
AC093810.1,NA,5.317488966
LINC02292,NA,5.317488966
LINC01620,NA,5.315749632
UCN2,NA,5.314856858
LINC02562,NA,5.310920682
AC005008.2,NA,5.272474811
RETNLB,NA,5.256181053
AC007557.2,NA,5.248131734
AC097625.1,NA,5.248131734
AL023283.1,NA,5.206082079
LINC02560,NA,5.172113158
LINC01777,NA,5.121013449
IDO1,NA,5.114519892
AC012078.2,NA,5.07653774
GSDMC,NA,5.037901416
DLX2-DT,NA,4.880116758
LINC02061,NA,4.714186995
AL122010.1,NA,4.661054925
OOSP4B,NA,4.653735956
AC093516.1,NA,4.642251222
AC146944.4,NA,4.503109132
AC027243.2,NA,4.489388024
AL354674.1,NA,4.488588002
AC003009.1,NA,4.469911429
LINC00210,NA,4.387022895
SERPINB13,NA,4.311291894
ELN-AS1,NA,4.288187828
ABRA,NA,4.278731843
AL034376.1,NA,4.20034405
AL021154.1,NA,4.185342943
AC021546.1,NA,4.185016976
AC079336.2,NA,4.143246728
AC018529.2,NA,4.123198549
AC026956.2,NA,4.09619312
LINC01014,NA,4.0090215
AC040914.1,NA,3.983590016
AC074135.2,NA,3.96280412
AC008063.2,NA,3.959245793
SPATA42,NA,3.954519973
AC021534.1,NA,3.803354509
AL162427.1,NA,3.802988281
AP003120.1,NA,3.779849782
AC096589.2,NA,3.766889265
AC090515.5,NA,3.765714842
AP001360.1,NA,3.729576662
AC215522.2,NA,3.641321975
AC004449.1,NA,3.572279068
FGF6,NA,3.560765067
CU633906.2,NA,3.540917647
LINC01075,NA,3.522496262
CRYGC,NA,3.488537824
AC107302.2,NA,3.478641917
PRSS38,NA,3.442477008
CLEC4M,NA,3.410116667
CFHR4,NA,3.408046192
LINC00370,NA,3.37959547
OR11H4,NA,3.359151189
CD28,NA,3.34626944
BOD1L2,NA,3.297355071
DIAPH3-AS1,NA,3.280603678
AC131025.2,NA,3.275279046
OR2M2,NA,3.252444637
AL133215.3,NA,3.164453329
AC026415.1,NA,3.137150661
SPACA5,NA,3.115894489
AC092803.3,NA,3.10852644
AC079340.2,NA,3.081841607
AL807757.2,NA,3.065450835
TCL1B,NA,2.925008075
LINC01824,NA,2.879410775
AL451065.1,NA,2.826028854
OR2M4,NA,2.780268623
AC104170.2,NA,2.775725106
AC148476.1,NA,2.767090849
LINC02402,NA,2.713647529
AL158211.3,NA,2.617446636
AC083862.2,NA,2.610103648
AC008750.5,NA,2.606787
LINC02063,NA,2.594833363
PINCR,NA,2.590936803
GZMA,NA,2.579518401
LINC00644,NA,2.541811292
AC098484.1,NA,2.535184213
TOPAZ1,NA,2.515668806
OR2A1,NA,2.487844013
AL355516.1,NA,2.44418398
TRBV23-1,NA,2.434215844
LINC01559,NA,2.426285444
AC009878.2,NA,2.412161662
AC068075.2,NA,2.411005735
DUOX2,NA,2.378733938
AC068286.1,NA,2.374133573
AC104451.2,NA,2.367179449
AC245519.2,NA,2.346408183
AC116003.1,NA,2.345809879
Z82186.1,NA,2.326524267
ANKRD60,NA,2.321004478
AC079768.3,NA,2.320433876
AC025871.2,NA,2.318757841
AL109741.1,NA,2.285170423
FOXL2NB,NA,2.284798064
BX072579.1,NA,2.235153801
ARHGAP36,NA,2.219441379
AL356859.1,NA,2.207274274
SLC35G6,NA,2.187420379
AL138889.3,NA,2.107415879
SLFN13,NA,2.101295755
AC106028.4,NA,2.087971871
AC007601.2,NA,2.077677591
CYP4F26P,NA,2.063564741
MS4A14,NA,2.052646554
AC009630.4,NA,2.048942641
LINC02122,NA,2.044568202
AL136359.1,NA,2.036790309
SLFN14,NA,2.032165081
AC026191.1,NA,2.022363601
AC008525.2,NA,2.008058897
AC006130.3,NA,2.006783972
LINC01072,NA,1.971740442
HTR3D,NA,1.940638876
AC091868.2,NA,1.931766466
KRT82,NA,1.923511033
LINC02118,NA,1.922385835
AC097658.2,NA,1.918537051
KCNQ1DN,NA,1.908718468
DOK2,NA,1.898452529
LINC01980,NA,1.87704376
PHOX2B,NA,1.866101149
CHST13,NA,1.865686532
AP005273.1,NA,1.851037926
BSPH1,NA,1.850215841
AC091588.2,NA,1.830833392
PNMA5,NA,1.819850152
AC012464.2,NA,1.816790698
SFTPC,NA,1.804734671
LINC02200,NA,1.792586428
AL669970.1,NA,1.789839457
HASPIN,NA,1.762609296
PAX4,NA,1.757361928
AL132642.1,NA,1.750622922
AC007749.1,NA,1.737702475
AC091153.4,NA,1.736894927
AP001180.4,NA,1.735164987
AL121578.3,NA,1.735067578
DNAH10OS,NA,1.731460791
AC010997.4,NA,1.730500795
AC092134.1,NA,1.722944
IL2RB,NA,1.70699298
F13B,NA,1.689444998
AC084291.1,NA,1.68818191
AC007922.2,NA,1.68500416
AC092848.2,NA,1.656572806
AL136131.2,NA,1.644960155
PRSS35,NA,1.63774039
LINC02026,NA,1.609938637
LINC01375,NA,1.600077463
LINC01055,NA,1.592338087
LIVAR,NA,1.582967818
LINC01648,NA,1.58228709
AC020912.1,NA,1.579450675
LINC01139,NA,1.571952589
AL445183.1,NA,1.570779723
AC023510.1,NA,1.544200165
U51244.1,NA,1.538674602
ADIPOQ,NA,1.528703427
AL512424.1,NA,1.518210734
HOXA6,NA,1.514956859
AC087501.3,NA,1.504890447
AC079384.1,NA,1.502950747
AC007271.1,NA,1.497401838
RLN3,NA,1.491846544
AC009065.7,NA,1.490872295
AL133244.2,NA,1.487859511
AC017037.5,NA,1.477012425
AC093627.7,NA,1.475839468
SSTR5-AS1,NA,1.464212818
LINC00595,NA,1.4363184
KCND3-AS1,NA,1.42040354
AC007216.1,NA,1.405916578
AL139275.1,NA,1.404598405
GOLGA8R,NA,1.399883638
LCE5A,NA,1.399187518
LINC01819,NA,1.356429682
AL137785.1,NA,1.35588736
AC104459.1,NA,1.345623158
AP002428.1,NA,1.343329629
OR1M1,NA,1.336429629
AL365215.2,NA,1.333755047
AL354712.1,NA,1.332371301
SULT1B1,NA,1.329519157
AC026495.1,NA,1.317984178
CCL14,NA,1.316432741
PHKA1-AS1,NA,1.314065855
AL355834.2,NA,1.305555102
AC011389.2,NA,1.305208765
AC010976.2,NA,1.288460004
SMIM9,NA,1.287487631
AC100791.2,NA,1.275883112
AL391262.1,NA,1.271458258
AL731533.3,NA,1.266395737
AL355482.1,NA,1.25863807
OOEP-AS1,NA,1.258429487
AP005137.2,NA,1.254678066
CLLU1OS,NA,1.253661841
AC083967.1,NA,1.252897204
OR10R2,NA,1.247863108
AC116021.1,NA,1.241983225
AC005546.1,NA,1.240443806
AL139327.2,NA,1.231479635
AC004549.1,NA,1.22710009
NXF3,NA,1.215302724
AC013480.1,NA,1.21465409
AC034243.1,NA,1.21282044
ZC3H10,NA,1.208809062
AF212831.1,NA,1.193931324
AL133482.1,NA,1.187555455
LINC00501,NA,1.182894022
AC007327.2,NA,1.180747539
GATA6-AS1,NA,1.174350087
SMIM11A,NA,1.171600423
UGT2B11,NA,1.167928084
AC092845.1,NA,1.162361125
CYP2W1,NA,1.161136821
AL355601.1,NA,1.159279651
AL162419.1,NA,1.158821873
SETSIP,NA,1.156243104
AC008549.2,NA,1.154617024
PSKH2,NA,1.147076569
AC010997.5,NA,1.146054441
AP001625.3,NA,1.143685221
IL24,NA,1.142054174
LINC02749,NA,1.13561087
LINC01981,NA,1.126788948
AC133528.1,NA,1.12651772
AC005307.1,NA,1.123984488
MPZL2,NA,1.117080126
SPATC1,NA,1.114962494
LMAN1L,NA,1.096307707
AL354813.1,NA,1.096083976
AP000757.2,NA,1.089619863
AC091806.1,NA,1.087679028
AL360219.1,NA,1.083403597
NKX1-2,NA,1.079786666
AC112512.1,NA,1.076481859
AL035412.1,NA,1.075563322
AC084335.1,NA,1.065017166
LINC02510,NA,1.064500346
LILRB5,NA,1.058083256
TEX26-AS1,NA,1.056292908
AC104012.1,NA,1.053806151
AL445493.2,NA,1.053301885
TAS2R8,NA,1.049919895
HOXD13,NA,1.049231809
AC011445.1,NA,1.048308146
TNFSF8,NA,1.042537939
CLSTN2-AS1,NA,1.038571015
AC108073.3,NA,1.037608871
AC010991.1,NA,1.032379739
GRM7-AS2,NA,1.031913134
AP000477.3,NA,1.030933106
LINC00839,NA,1.030749459
SLC17A2,NA,1.026490363
MROH2B,NA,1.02289596
AL392172.2,NA,1.013630111
TMEM132D-AS2,NA,1.000182637
LINC02493,NA,0.99919279
AC022405.1,NA,0.995386172
AC024084.1,NA,0.995279772
EBI3,NA,0.994910024
AC073987.1,NA,0.993418465
AP002957.1,NA,0.986694412
CEACAM20,NA,0.982456102
AL162718.2,NA,0.980758594
LINC02686,NA,0.978324783
AC093536.2,NA,0.977560251
LINC00692,NA,0.973141051
MS4A8,NA,0.962051476
AP001046.1,NA,0.955916854
AC022903.2,NA,0.955115084
LINC02204,NA,0.952399436
HAL,NA,0.952362774
AP003486.2,NA,0.949960112
AP000553.8,NA,0.947550056
AC010754.1,NA,0.945725096
AL445648.1,NA,0.944957912
AL773573.1,NA,0.944763194
OR6F1,NA,0.943924764
CD44-AS1,NA,0.9436929
AC187653.1,NA,0.941162817
LINC01964,NA,0.940974801
AL512643.2,NA,0.94039253
LY9,NA,0.9401546
AL162718.3,NA,0.939457042
AC136624.2,NA,0.926072763
AC005726.4,NA,0.92174649
DISC1-IT1,NA,0.920933123
AL133476.1,NA,0.919040432
AC067817.1,NA,0.918463396
AP000867.5,NA,0.918421607
AC005264.1,NA,0.917125211
AC092958.3,NA,0.91426716
AL590483.1,NA,0.912971352
AC145625.2,NA,0.912359897
LINC00588,NA,0.906862166
AL358452.1,NA,0.906791612
AC111194.1,NA,0.904093017
MCEMP1,NA,0.903907434
AC013486.1,NA,0.902165512
C19orf84,NA,0.901812133
CTRB2,NA,0.890716967
BCAR4,NA,0.882451913
SPDYE17,NA,0.881732476
L3MBTL4,NA,0.876694005
AC016773.1,NA,0.875531522
AC091053.2,NA,0.868126226
AC093732.2,NA,0.867424367
AC025370.2,NA,0.863901279
AC009268.3,NA,0.86056632
LINC00377,NA,0.859413368
LINC00333,NA,0.856627284
LINC02811,NA,0.854374517
HOXB1,NA,0.850739717
ELOVL3,NA,0.849429073
AC022308.1,NA,0.847412338
AC096773.1,NA,0.841312053
AC016705.3,NA,0.839799975
FAM237B,NA,0.826005973
HNF1A,NA,0.82535145
AL022344.1,NA,0.823488402
AC104831.1,NA,0.822943181
AL132796.2,NA,0.821736864
AC144450.1,NA,0.821452198
AC022695.3,NA,0.820845182
TRAJ38,NA,0.816989647
AC026785.3,NA,0.81544244
AC092435.1,NA,0.806823819
TAS1R2,NA,0.801066348
LINC00559,NA,0.798223521
ELSPBP1,NA,0.795667908
AC078816.1,NA,0.795627702
AC104167.1,NA,0.795349134
AC005343.4,NA,0.794810728
AC078962.2,NA,0.79086167
AP000235.1,NA,0.787423403
C1orf185,NA,0.78640453
AC005291.2,NA,0.785333975
NXF2B,NA,0.784801211
AL450322.2,NA,0.779060507
MOV10,NA,0.778720171
LINC01862,NA,0.775692837
AP001053.1,NA,0.774846871
AL365272.1,NA,0.773357641
AC112172.2,NA,0.772707303
LINC02442,NA,0.771033278
KLHL33,NA,0.763762096
AC105219.4,NA,0.760216793
DEFB107A,NA,0.75716005
AC013402.3,NA,0.757003668
ATP2B2-IT2,NA,0.745436483
AC136777.1,NA,0.743177128
AL136309.4,NA,0.739094714
AC097517.1,NA,0.738351111
HIST2H2AA4,NA,0.734445708
AC010536.2,NA,0.732349292
AC103702.2,NA,0.731998332
AC125603.3,NA,0.730435192
GPC6-AS1,NA,0.725523603
CFAP47,NA,0.72220715
ROPN1L-AS1,NA,0.718589619
MIR1302-2HG,NA,0.714463787
AL162632.1,NA,0.713860259
ALOX15B,NA,0.711597304
AC009487.1,NA,0.711112979
PRND,NA,0.700910794
AC010530.1,NA,0.699800753
AL008721.1,NA,0.698830979
AC091117.1,NA,0.698736945
C10orf53,NA,0.69696271
AL445242.1,NA,0.696566597
KLRC3,NA,0.696122401
LINC00211,NA,0.695651927
AC015563.2,NA,0.693012791
LINC01738,NA,0.689278366
KCNK5,NA,0.688533406
AC037487.1,NA,0.686544965
OR2T8,NA,0.685899439
AC097639.1,NA,0.685439232
LINC02387,NA,0.68534192
LINC02096,NA,0.683875593
AC092958.2,NA,0.682874298
AC130415.1,NA,0.68153506
TRAJ13,NA,0.679486832
LILRB2,NA,0.679091577
AL592156.2,NA,0.678453169
AP005062.1,NA,0.677912918
AC006042.4,NA,0.675464244
PLEKHG6,NA,0.675111873
BRINP3,NA,0.674125097
VGLL2,NA,0.672976487
UBE2U,NA,0.670223276
PADI3,NA,0.66749771
AC087664.2,NA,0.667114836
OXT,NA,0.666904791
AC069287.3,NA,0.66671433
AC087473.1,NA,0.666580677
GZMB,NA,0.664925151
AL359538.4,NA,0.664440008
LINC01096,NA,0.663548282
LINC02776,NA,0.662238089
AC008798.3,NA,0.658095951
ADGRF4,NA,0.658073906
FOXN1,NA,0.657475087
AC006040.1,NA,0.65702055
AL035454.1,NA,0.656914377
Z73420.1,NA,0.656303455
AC022535.3,NA,0.656151084
TMEM132D,NA,0.653722931
CD3E,NA,0.652649647
CXCL5,NA,0.650230409
AL691403.2,NA,0.649266087
AL136129.1,NA,0.6451203
AC108467.1,NA,0.644094713
MT1M,NA,0.643999079
PRG2,NA,0.641879741
KRT72,NA,0.638512336
LINC00705,NA,0.637441559
C11orf45,NA,0.637359306
AC099343.4,NA,0.637311595
AC079030.1,NA,0.636305117
FLJ45513,NA,0.635923806
AL109936.2,NA,0.633710292
CD300LF,NA,0.633117014
AC124057.1,NA,0.630112736
LINC02036,NA,0.626501107
AL020994.3,NA,0.626317333
LINC00382,NA,0.624197274
EDN2,NA,0.620772365
AC110603.1,NA,0.620721988
ASCL4,NA,0.619646375
LINC01646,NA,0.618322169
AL512274.1,NA,0.616368247
AC108449.3,NA,0.615669608
HBD,NA,0.614886143
AL138767.3,NA,0.613642064
AC110809.1,NA,0.61279188
AL133405.1,NA,0.612726338
LINC02531,NA,0.609404635
AL008638.5,NA,0.60894431
AL391832.4,NA,0.60874575
AL021917.1,NA,0.607583085
AC022509.1,NA,0.607564667
AC078850.2,NA,0.607195913
LINC01756,NA,0.604347947
AC007595.1,NA,0.604065704
LEP,NA,0.603030486
CSF3,NA,0.59889835
LINC02156,NA,0.59859684
SHISA3,NA,0.597984481
C15orf62,NA,0.597775185
SLC22A25,NA,0.597646691
LINC01213,NA,0.597019233
LINC01052,NA,0.594896458
AC091769.2,NA,0.594391862
AL596223.1,NA,0.592203471
AC011233.2,NA,0.587157733
AC007952.3,NA,0.586669225
LINC01886,NA,0.585859125
LINC02587,NA,0.585120545
AC025822.2,NA,0.583836212
AC012593.1,NA,0.582767728
SEL1L3,NA,0.582406608
AL354863.1,NA,0.581429362
SIT1,NA,0.579203282
IL12RB1,NA,0.578960063
AC112484.3,NA,0.577697042
LINC01591,NA,0.574827854
AL035250.2,NA,0.573676893
SPTA1,NA,0.568599226
AC017048.2,NA,0.568396519
TTC16,NA,0.567088809
FGF12-AS2,NA,0.565128542
KCNIP4,NA,0.563046414
CREB3L3,NA,0.56277427
LINC02078,NA,0.561688836
FER1L6-AS1,NA,0.559312617
AC078860.2,NA,0.557485566
AC007656.1,NA,0.552571726
AP005328.1,NA,0.552328617
AC123905.1,NA,0.551939809
ITPR1,NA,0.551075145
AC006144.2,NA,0.548720971
AC108865.2,NA,0.548668426
GRAMD1B,NA,0.548086374
LBHD2,NA,0.547488208
MYOZ1,NA,0.545802639
AL512353.1,NA,0.544940706
AC110285.4,NA,0.543630506
AC074387.1,NA,0.542814174
LINC02595,NA,0.540291325
AC092435.3,NA,0.539639127
AL451069.3,NA,0.539562464
AP002856.3,NA,0.538772778
AL121759.2,NA,0.538313995
AL672310.1,NA,0.537607623
FP325330.2,NA,0.53726665
AC018682.2,NA,0.535709481
AL137224.1,NA,0.533481542
DKK4,NA,0.532646255
AC005165.1,NA,0.532031685
AC117944.1,NA,0.531473416
TRGC1,NA,0.53144057
AL023775.2,NA,0.526413638
PLAAT4,NA,0.524928824
MLN,NA,0.52410145
AC135178.6,NA,0.523935275
AL121933.2,NA,0.522273613
AC008459.1,NA,0.522192736
ONECUT3,NA,0.519949292
AC073573.1,NA,0.514300081
CD1D,NA,0.514177712
AC112693.1,NA,0.510930443
GBP1,NA,0.510816775
GABRA4,NA,0.510261619
EYA2,NA,0.510187018
KIF25-AS1,NA,0.506351619
AC004775.1,NA,0.50389736
ACPP,NA,0.502851312
AL160035.1,NA,0.501628076
AC005828.4,NA,0.50080732
TMEM132E,NA,0.499052075
LINC02600,NA,0.497734901
LINC01746,NA,0.497698671
TCF7L2,NA,0.495900128
LINC01707,NA,0.495842898
MAGEA8,NA,0.495363914
OLFM4,NA,0.494151563
AC016903.1,NA,0.493703606
AC004835.1,NA,0.492359762
AC095032.2,NA,0.492276451
HIST1H1T,NA,0.491466453
ULBP1,NA,0.490998218
RCN1,NA,0.490706892
AC009142.1,NA,0.4891449
RAB41,NA,0.488985561
Z82246.1,NA,0.488873486
AC066595.1,NA,0.487954393
CCR3,NA,0.487059101
CNTN3,NA,0.485581868
ARGFX,NA,0.483580565
KIF26B-AS1,NA,0.483321601
AC037433.1,NA,0.482148903
AC116345.1,NA,0.481021436
TEX101,NA,0.479953716
AC024619.1,NA,0.479511585
TAS1R3,NA,0.478502242
AC130352.1,NA,0.476617985
LINC02366,NA,0.476148085
LINC01730,NA,0.475778671
AL365330.1,NA,0.475771084
PTTG1,NA,0.475192068
C2orf72,NA,0.474341875
IBSP,NA,0.473435424
RHPN1-AS1,NA,0.472545705
AICDA,NA,0.469799028
LINC00385,NA,0.469750597
AC022784.3,NA,0.469292859
AC034148.1,NA,0.469027518
DLEU7,NA,0.467616423
AC025183.1,NA,0.467239303
NKX1-1,NA,0.465733099
AC012500.1,NA,0.465722464
AC010789.1,NA,0.464390964
MPPED2,NA,0.463761249
HBA1,NA,0.462519774
C17orf102,NA,0.462054718
DNTT,NA,0.461532076
AC016650.1,NA,0.461521058
AC022118.1,NA,0.461084869
AC009432.2,NA,0.460935561
AC106895.2,NA,0.460248885
LINC02020,NA,0.459923464
HBG1,NA,0.4598259
AC011899.4,NA,0.458636714
AC026427.1,NA,0.456220692
AC091729.2,NA,0.455432381
CASC6,NA,0.455269431
AC007159.1,NA,0.454806183
SULT1E1,NA,0.454797533
AL353150.1,NA,0.453975083
AL391097.1,NA,0.453558457
PHGR1,NA,0.452903241
AGBL1,NA,0.452846576
GSTA1,NA,0.452452904
AC064875.1,NA,0.450644367
KCNQ1-AS1,NA,0.449092361
LINC00485,NA,0.44897991
TSHR,NA,0.447987542
LRRN4CL,NA,0.447491779
AC010186.1,NA,0.447013097
MAP7,NA,0.445552709
AC134312.3,NA,0.443311729
GJE1,NA,0.443272161
AC116337.3,NA,0.442012553
ARSI,NA,0.441700335
ACR,NA,0.441317609
AC008080.1,NA,0.440181465
AC007998.4,NA,0.439528545
AC090673.1,NA,0.438971384
DHRS2,NA,0.438299004
LINC01781,NA,0.437206004
LINC02436,NA,0.437171657
AC140125.2,NA,0.436769004
AC134508.2,NA,0.436736606
PLPP3,NA,0.43580015
LINC02768,NA,0.435680258
AC104370.1,NA,0.434778927
SCNN1G,NA,0.433777185
SLC40A1,NA,0.433743314
ACADL,NA,0.433577937
AL157396.1,NA,0.431992014
AC025741.1,NA,0.431515824
LDB2,NA,0.43098819
TBC1D3I,NA,0.428648638
AC016595.1,NA,0.428240428
C11orf21,NA,0.427490457
C8orf74,NA,0.425808387
ACOD1,NA,0.424750432
AC114316.1,NA,0.424437516
AL845311.1,NA,0.423391149
AL161757.3,NA,0.423003018
TTYH1,NA,0.422155493
CLCA2,NA,0.422062399
AP002518.1,NA,0.42137569
AC026954.3,NA,0.421130401
AC011228.2,NA,0.420031141
AC018371.1,NA,0.418275816
LDLRAD2,NA,0.418268686
MS4A2,NA,0.418063977
AC074050.2,NA,0.417252697
SPTSSA,NA,0.416862204
LINC01887,NA,0.416649677
PCARE,NA,0.416284934
CNTN5,NA,0.415308361
OR9Q1,NA,0.41432962
LRTM2,NA,0.414178641
AC011322.1,NA,0.413926448
PHLDA3,NA,0.413371692
HSD11B1,NA,0.41283139
AC091185.1,NA,0.412807662
SLC22A18AS,NA,0.411959993
AC011465.1,NA,0.411152608
KCNN3,NA,0.410690335
AC021736.1,NA,0.410545908
LINC01425,NA,0.410311402
ANKRD55,NA,0.410057947
F11,NA,0.409597552
AC020931.1,NA,0.409397336
AP003170.4,NA,0.408748674
BTN1A1,NA,0.408168842
AC006116.9,NA,0.407790354
AL451127.2,NA,0.407592152
LINC02282,NA,0.40748405
AC062032.1,NA,0.406837471
GCG,NA,0.406032134
TXNDC8,NA,0.405176352
AL121956.4,NA,0.404777567
AC087071.1,NA,0.404474389
AP002761.3,NA,0.404016441
SLC9A9,NA,0.404011642
AC010205.1,NA,0.403060225
AC099670.3,NA,0.403056041
AC024958.1,NA,0.403055478
AC007325.2,NA,0.400885752
LPL,NA,0.400257342
OR2B11,NA,0.399368835
AC087463.2,NA,0.39871518
AC092834.1,NA,0.398379863
OPCML,NA,0.397065011
AL158058.1,NA,0.396816801
AP001922.1,NA,0.395423222
PKD2L1,NA,0.394010776
AP001056.2,NA,0.39381235
AC104035.1,NA,0.393750903
AC068408.2,NA,0.392469074
CAMK1G,NA,0.392384345
DNAH7,NA,0.392019381
DLX5,NA,0.391964637
AC090802.1,NA,0.391457084
XPNPEP2,NA,0.391147284
LINC01481,NA,0.390520311
AL138930.1,NA,0.390407245
GAS8-AS1,NA,0.390403046
FUT7,NA,0.390368334
ELMO1,NA,0.390168404
LINC01214,NA,0.390069898
AC093583.1,NA,0.390034255
WNT4,NA,0.389692658
KCND3,NA,0.388937291
SSTR3,NA,0.388750821
PLD5,NA,0.388472419
AC096645.1,NA,0.387789065
AL590822.1,NA,0.387472818
AC093840.2,NA,0.387086308
AC011243.1,NA,0.38707104
AC006062.1,NA,0.386669979
AC123784.1,NA,0.386474447
FAM163A,NA,0.386289737
AC093903.1,NA,0.384616205
WNT7B,NA,0.384125467
TEX55,NA,0.38377461
LGALS1,NA,0.383685138
AL035665.2,NA,0.383501578
LINC02548,NA,0.382981505
THRB,NA,0.382228862
DBH,NA,0.381936037
HTR1D,NA,0.381875819
LINC02577,NA,0.38117976
ANKRD20A1,NA,0.381048473
LINC01312,NA,0.380960536
CIDEC,NA,0.380579675
AC093702.1,NA,0.380063232
C17orf113,NA,0.378903219
AL163953.1,NA,0.378544878
HIST1H1D,NA,0.378379571
THOC7-AS1,NA,0.37829599
MYOM3,NA,0.377876582
AP001330.1,NA,0.376867649
MPPED1,NA,0.376791815
PGA5,NA,0.376769911
SAMD5,NA,0.375084988
AC104791.1,NA,0.373678282
AC093730.1,NA,0.373401925
VSIG2,NA,0.373168034
FAM3B,NA,0.373086011
LRRC25,NA,0.372658182
AC113167.1,NA,0.37254257
LINC01799,NA,0.372532247
APELA,NA,0.372477341
LMOD2,NA,0.372472973
SNTN,NA,0.372214646
KREMEN2,NA,0.37188504
RAB44,NA,0.371648391
C11orf53,NA,0.371243671
NXPE2,NA,0.371180814
OLMALINC,NA,0.370947725
LINC01630,NA,0.37090566
AP000977.1,NA,0.370869564
AC010359.3,NA,0.370637578
AL357141.1,NA,0.370224316
ETS1,NA,0.370212827
AL159169.3,NA,0.370154583
RHOC,NA,0.369912675
SCGN,NA,0.369373046
AC144831.1,NA,0.36860599
AC106845.1,NA,0.367740876
CYP2J2,NA,0.367690413
AL590560.2,NA,0.367595642
AL136102.1,NA,0.367050322
HCG24,NA,0.366858401
OR7A10,NA,0.366765256
LINC01102,NA,0.366559672
PRRT1B,NA,0.365919828
LINC02466,NA,0.365578706
CALML3-AS1,NA,0.365415686
CKS2,NA,0.365174592
RBMS3-AS3,NA,0.364672337
DBX2,NA,0.364336012
TMEM155,NA,0.364078648
RBMS3-AS1,NA,0.364039385
AC006058.2,NA,0.363442406
MYEOV,NA,0.363323819
SIM1,NA,0.363009651
AC093581.1,NA,0.361536025
AC004801.4,NA,0.361436848
EBF2,NA,0.36088845
ETV7,NA,0.359685182
AC012370.2,NA,0.359223681
VSX1,NA,0.358933832
KCNJ3,NA,0.358342352
AC017006.2,NA,0.358276011
HTR3E-AS1,NA,0.357901993
PNMA6F,NA,0.357889965
GHSR,NA,0.357170948
LINC00927,NA,0.357144865
FAM189A2,NA,0.356740195
FAM220A,NA,0.356129498
AC004973.1,NA,0.355549109
LINC00670,NA,0.35418118
AL031674.1,NA,0.35415532
AC069113.2,NA,0.354121045
OR2M3,NA,0.353221681
SLC22A9,NA,0.352300465
DOC2B,NA,0.351784889
OR7D2,NA,0.351686051
AC115282.1,NA,0.351494565
LINC02834,NA,0.351063562
C6orf223,NA,0.350876696
LUNAR1,NA,0.350821758
SI,NA,0.350356581
PEX5L-AS1,NA,0.350225792
AL355612.1,NA,0.349573761
AC006960.2,NA,0.349151556
AP000894.3,NA,0.348869995
HLA-DRB5,NA,0.348760083
LINC00239,NA,0.348522184
LINC02058,NA,0.348426215
AC008966.2,NA,0.348318095
AC063952.4,NA,0.348304077
KCNK17,NA,0.347788577
AL139020.1,NA,0.347608488
AC102941.2,NA,0.346291598
SORCS1,NA,0.346240314
LINC00502,NA,0.3460953
AL355314.2,NA,0.345737878
GCSIR,NA,0.345558274
LINC02419,NA,0.345040127
AC013733.2,NA,0.344893224
IHH,NA,0.342298035
AC100861.1,NA,0.342010376
KRTAP5-9,NA,0.341948975
AL355990.1,NA,0.34176327
AC011593.1,NA,0.341714361
GCOM1,NA,0.341361696
TAP1,NA,0.339692982
ZNF676,NA,0.339501488
AC016596.1,NA,0.339433001
AL162724.2,NA,0.339332416
ELFN1-AS1,NA,0.338993181
AC003986.1,NA,0.337763326
LINC01854,NA,0.337674345
ARHGEF35,NA,0.336996791
AC093295.1,NA,0.336876579
AL360270.2,NA,0.336727615
AL135786.2,NA,0.336525167
AC003043.2,NA,0.336245068
AL392183.1,NA,0.336114885
DBX1,NA,0.336047431
SPX,NA,0.335143937
ZBTB32,NA,0.335062812
AC098868.1,NA,0.334997393
LINC00565,NA,0.33459761
MYRF-AS1,NA,0.333480704
ABO,NA,0.333177252
F7,NA,0.332155391
ACSM1,NA,0.331343588
ITGB4,NA,0.330632555
AC107072.2,NA,0.33004306
PRTN3,NA,0.329742334
PPP2R2C,NA,0.329613721
AL133395.1,NA,0.329458673
LINC02720,NA,0.328924032
TENM4,NA,0.328810148
HOXA7,NA,0.328249646
UNC119,NA,0.328074932
AC010395.1,NA,0.327986879
AC068616.2,NA,0.327016032
LINC01922,NA,0.327007359
APOL6,NA,0.326938306
MAG,NA,0.326685648
AL365259.1,NA,0.326487038
APOBEC3A,NA,0.326450818
