,pValue,logFC 
RP11-44N22.3,0,0.312064779
TMEM71,0,0.312057883
ZNF43.1,0,0.312057042
SYNGR1,0,0.312042077
AC079117.1,0,0.312036544
AC007392.3,0,0.312033835
CHST13,0,0.312031863
TRIM56,0,0.312025858
BRIP1,0,0.312014879
ASXL2,0,0.312006734
PPP1R12C,0,0.31200171
SERBP1,0,0.311996825
TOMM70,0,0.31199023
PGAM2,0,0.311988423
PAICS,0,0.311983997
CKS1B,0,0.311976458
GRPEL1,0,0.311973336
BAZ1B,0,0.311968811
GMPR,0,0.311962544
THBS3,0,0.311950763
RP11-483E23.4,0,0.311945552
TNK1,0,0.311929917
UGDH.1,0,0.311926276
HES1,0,0.311920268
KIAA1161,0,0.311909831
PDE4D.6,0,0.311902576
RP11-93B14.10,0,0.311892922
ALG12,0,0.311890668
VCL,0,0.311864805
HCG15,0,0.311855933
PGLYRP2,0,0.31181545
OSBPL11,0,0.311812825
PRDX2,0,0.311801679
RP11-520M5.6,0,0.311790133
NUDT2,0,0.311789191
PCDHGC5,0,0.311764519
DGCR12,0,0.311761176
TRIM10,0,0.311744979
RP11-85G18.4,0,0.311737178
PPIF,0,0.311726491
TUBGCP6,0,0.311719649
RP11-73M18.11,0,0.311718404
HIGD1B,0,0.311707011
KIAA1841,0,0.311705245
AC018816.3,0,0.311694759
RP11-151N17.2,0,0.311688173
RP11-543D5.1,0,0.311685568
CTA-246H3.8,0,0.311672071
SLC2A4RG,0,0.311669056
RP11-277B15.1,0,0.311664965
PITX2,0,0.311659698
RP11-454H13.5,0,0.311653774
NINJ1,0,0.311653382
ARVCF,0,0.311651847
GPR68,0,0.311632256
ANKRD66,0,0.311630346
RP11-256L6.5,0,0.311628688
GSR,0,0.311596369
GPR20,0,0.311573405
FRY.1,0,0.311571966
PXDNL,0,0.31156571
BEND6,0,0.311565327
SKIL,0,0.311561249
SLC40A1,0,0.31154252
RP11-402G3.3,0,0.311536519
GRAMD1A,0,0.311534086
EIF4B,0,0.311524187
RNA5SP442,0,0.311499284
YAF2,0,0.311496795
LL22NC03-23C6.12,0,0.31148926
ZNF331.2,0,0.311474617
RP11-598F7.6,0,0.311470375
AC004158.3.1,0,0.311464929
PRKAG1,0,0.311445967
ONECUT2,0,0.311445518
CALU,0,0.311444213
RP11-761I4.5,0,0.311418386
ALDH2,0,0.311418248
NAA35,0,0.311415484
ABCB8,0,0.311414718
TMEM108,0,0.311414228
RP11-463J10.3,0,0.31140797
MRPS2,0,0.31140759
HAVCR2,0,0.311406765
PARVA,0,0.311398729
PARP8,0,0.311387849
RP11-1024P17.1,0,0.311363736
RP11-407B7.1.2,0,0.311362623
RSU1,0,0.311348854
TRIM41,0,0.311340069
CCDC74A,0,0.311336372
GNB2.2,0,0.311324226
RP4-561L24.3,0,0.311294098
ELOVL7,0,0.311266388
RP5-1028K7.1,0,0.311265072
RP11-463M16.4,0,0.311256447
CTD-3224I3.3,0,0.311245571
RNU1-75P,0,0.311228772
ZNF76,0,0.311226943
RP1-78B3.1,0,0.311214419
FAM83D,0,0.31121295
VAMP1,0,0.311207715
MFSD11,0,0.311170237
CTA-268H5.14,0,0.311168283
PITPNC1.1,0,0.31115707
PRICKLE1,0,0.311153363
CHODL,0,0.311118122
DNAJA1,0,0.311108287
RF02185,0,0.311106355
NYX,0,0.311105444
STX5,0,0.311097247
CRTC1.1,0,0.31107467
AATF,0,0.311051281
ATG9A,0,0.311050596
AC083822.2,0,0.311040889
ZBTB7C.1,0,0.311036872
CTD-2350C19.2,0,0.311034282
ADO,0,0.311028019
RP11-51F16.5,0,0.31102625
LRRC4,0,0.311012745
BCOR,0,0.311010977
ASXL1,0,0.311001383
P2RY2,0,0.310999888
ITGB8,0,0.310998108
MIR615,0,0.310997651
RP11-292I17.1,0,0.310995622
MALL,0,0.310991571
RP11-884K10.5,0,0.310946677
ROGDI,0,0.310941633
TCF3.1,0,0.310936689
RP11-893F2.13,0,0.310905082
CCDC130.1,0,0.310902412
NUAK2,0,0.310899522
XXbac-BPG308K3.6,0,0.310899216
TTC7A,0,0.310898237
C15orf48,0,0.310884546
BRPF3,0,0.310883042
ZMYM5,0,0.31088275
TRIM65,0,0.310866882
SUN1.2,0,0.310861898
MRAS.1,0,0.310858583
RP11-7O11.7,0,0.310858449
UNC80,0,0.31085504
MATN4,0,0.310853849
IGLV1-51,0,0.310842731
CTD-2033C11.1.1,0,0.3108278
FMO6P,0,0.310819366
RP11-285E18.1,0,0.310817789
OXCT1,0,0.310794545
CTC-558O2.2,0,0.310793429
RF00017.9,0,0.310784211
AC090937.2.1,0,0.310781194
PBX1,0,0.310768707
RP4-739H11.4,0,0.310758619
RUSC1.1,0,0.310745387
TUBE1,0,0.310743998
RN7SKP299,0,0.310737987
SNHG5,0,0.310719268
STARD3NL,0,0.310688115
IFT140,0,0.31068593
PLEKHA6.1,0,0.310671396
RTN4.2,0,0.310665698
IKBKG,0,0.310661375
CYP17A1,0,0.310635107
FABP7,0,0.310626102
TDRKH,0,0.310621236
TRA2B,0,0.310619587
SCARNA7,0,0.310610387
TMEM63A,0,0.310607701
PDE4D.1,0,0.310606205
AC017084.6,0,0.310592422
PACSIN2.2,0,0.310586851
IZUMO4,0,0.31058358
RP11-713P17.3,0,0.310582687
GABRE,0,0.310575589
RP11-1109F11.5,0,0.310552561
STYX,0,0.310539784
RP11-467D18.2,0,0.310539328
RP11-164D18.2,0,0.310532727
CALY,0,0.310523849
TAGLN3,0,0.310503585
YWHAB,0,0.310496942
PDIK1L,0,0.310486224
PAH,0,0.310457894
C7orf25,0,0.310456039
HACD4,0,0.31045161
MIR3155B,0,0.310450225
MS4A8,0,0.310448326
TP53BP2,0,0.310414348
RP11-837J7.4,0,0.310402412
SLC1A2.2,0,0.310396593
CD86.1,0,0.310391503
PARS2,0,0.310388413
RNU6-171P,0,0.310386172
RNU6-444P,0,0.310381553
RP11-536C5.7,0,0.310370607
SAP30,0,0.310356678
RP5-1027G4.3,0,0.310340789
TNS2,0,0.310332939
MIF4GD.1,0,0.310328448
LGR6.2,0,0.310323404
HACD2,0,0.310318259
NTHL1,0,0.310304782
TTYH3,0,0.310301803
RHBDD1,0,0.310300236
DIMT1,0,0.31025645
ADGRA1.1,0,0.310236696
SPRY1,0,0.310223804
CORO1C,0,0.310221626
AF064861.93,0,0.310218881
CDH4,0,0.310207387
RP11-867G23.9,0,0.310203334
IRF5.1,0,0.310198451
CGRRF1,0,0.310197626
RP11-39K24.9,0,0.310192515
CTB-174D11.2,0,0.31019169
RF00322,0,0.310191499
HIST1H4B,0,0.310188783
MRPS9,0,0.310164536
GATA6,0,0.310152499
ENGASE,0,0.310134554
ZCCHC2,0,0.310132456
RP11-304C12.4,0,0.310130893
HIP1R,0,0.31012412
RP11-345F18.1,0,0.310121728
LRRTM1,0,0.310121686
TULP3,0,0.310107487
RF00599,0,0.310106156
KBTBD8,0,0.31009497
UNC5A,0,0.310082212
CYCS,0,0.310072993
SPRYD3,0,0.310072208
RP11-834C11.8,0,0.310068556
GUK1,0,0.310062289
MIR5193,0,0.310049337
GNAI2.3,0,0.310041093
KIAA1324L,0,0.310023498
PDXP,0,0.310005155
CCDC144B,0,0.30999619
U82695.9,0,0.309972328
TIGD4,0,0.309932568
ESYT2,0,0.309929978
RP4-603I14.3,0,0.309922198
RP11-553N19.1,0,0.309904452
IL10,0,0.309878847
MIR4519,0,0.309873912
CDCA4,0,0.309872251
SLC10A4,0,0.309871972
SPATA2,0,0.30986247
RP11-734K21.2,0,0.309861419
COPZ2,0,0.309860039
GLYCTK,0,0.309854893
RP11-410A13.1,0,0.30984524
RP11-1391J7.1,0,0.30982722
RP11-5O24.1,0,0.309808267
DIRC3,0,0.309804575
AC007001.4.1,0,0.309792062
PLCXD2,0,0.309789074
CCDC88A,0,0.309783721
ACVRL1.1,0,0.309782285
TMEM221,0,0.30978053
RP11-669E14.4,0,0.309776007
CTD-2373H9.3,0,0.309771019
RNA5SP237.1,0,0.309761644
RNA5SP179,0,0.309741836
RP11-266L9.8,0,0.309740145
ZCCHC24.2,0,0.309731145
MIR3155A,0,0.309708868
CGN,0,0.30970724
MDK,0,0.309693885
CTB-70G10.1,0,0.309652857
RP11-449K6.4,0,0.309649514
LDHC,0,0.309634375
RP11-1079K10.3,0,0.309622839
RP11-315I20.3,0,0.309615794
YTHDC2,0,0.309608701
SLC1A3,0,0.309597817
REEP4,0,0.309577998
RP11-443B9.1,0,0.309576784
SV2B.2,0,0.309573095
RP11-378I6.3,0,0.309570625
RN7SL380P,0,0.309557442
ZWINT,0,0.309555331
ATOH1,0,0.309553819
COL6A1,0,0.309522034
PPIE,0,0.309521933
DPH2,0,0.30952011
TUFM,0,0.309519034
LINC00472,0,0.309510929
SLC4A7,0,0.309510853
ATP1B1,0,0.309509587
ALKBH5,0,0.309507275
MRGPRE,0,0.309502422
HADH,0,0.309494493
RNU6-1262P,0,0.309493041
LRRC28,0,0.309489575
ZIC2,0,0.30948714
CUL3.2,0,0.309482297
KIAA1683,0,0.309473899
CTD-2335A18.1.1,0,0.309462048
LFNG.4,0,0.309458433
GPR156.1,0,0.309431013
MAN2B1,0,0.309425096
PDE6B,0,0.309422468
RP11-713P17.5,0,0.309416885
RP1-152L7.5,0,0.309411536
GPX1,0,0.3094071
CUEDC1.1,0,0.309397217
RP4-555D20.4,0,0.309379815
TPPP3.1,0,0.309365033
NFIX.2,0,0.309363611
FANCE,0,0.309357932
CALCR.2,0,0.309355246
TMEM80,0,0.309329598
RF00019.18,0,0.30932921
ENO2,0,0.309328752
VTRNA1-2,0,0.309276829
IDI1,0,0.30927084
PER1.1,0,0.309266412
TMEM110,0,0.309254436
LILRB2,0,0.309252103
PUM1,0,0.309243645
AC129492.6,0,0.309240418
BIN1,0,0.309229934
RP5-1063M23.2,0,0.309203257
RPL23A,0,0.309201609
GPX3,0,0.309196148
RF00019.70,0,0.309194242
PMS1,0,0.309176568
NDRG2.2,0,0.30916924
RP3-388N13.5,0,0.309168132
NDUFV2,0,0.309154015
CTD-2247C11.5,0,0.30914092
TCF7L1,0,0.309125365
CCDC96,0,0.309121716
RP4-742C19.12,0,0.309110931
ZNF800,0,0.309106297
RP1-257A15.1,0,0.309089719
DIO3OS,0,0.309085222
IGSF8,0,0.30908182
HES5,0,0.309080938
AC013400.2,0,0.309077484
RP1-151F17.1,0,0.309072366
RP11-471J7.1,0,0.309071717
TBC1D14.1,0,0.309067051
C16orf62,0,0.309056981
CMB9-55F22.2,0,0.309043584
FAM86KP,0,0.309037451
UTRN.1,0,0.309037265
TSKU,0,0.309023988
ANO3,0,0.30901359
PSMB3,0,0.30901155
LAIR1,0,0.309006791
TOB1,0,0.309003367
RP11-1055B8.9,0,0.308994719
PIK3R3,0,0.308955757
MAGI3,0,0.308951803
RP11-66N24.4,0,0.308947109
AC135048.13,0,0.308946579
C19orf53,0,0.308928392
WI2-81516E3.1,0,0.308900005
IRF2BP1.1,0,0.308892688
HGD,0,0.308890975
MAGED2,0,0.308880622
DCAF7,0,0.308848246
RPL21,0,0.308844643
PANK2,0,0.308844073
DPY19L1,0,0.308843959
PARK7,0,0.308824326
AC002472.15,0,0.308818406
RPL13AP5,0,0.308807152
CELF6.2,0,0.308799266
RF01928,0,0.308773268
NARF,0,0.308771503
CASC10,0,0.308765385
ZRANB3,0,0.308764965
GDF11,0,0.308763214
RP1-40G4P.1,0,0.308737988
RP11-567M16.6,0,0.308726018
AC015922.5,0,0.308717816
SLC25A19,0,0.30870899
ZIC4.2,0,0.308702283
RP11-331G2.7.1,0,0.308701291
GNA15,0,0.308682006
ABLIM2.2,0,0.308675274
EHD1,0,0.308674451
AC010907.5,0,0.308670227
PPP1R15B,0,0.308666092
IGLV6-57,0,0.308663642
CTD-2537I9.15,0,0.308663109
BCAS3,0,0.308645409
DCLRE1B,0,0.308636274
RP11-278A23.4,0,0.308629363
ULK4,0,0.308625528
RN7SKP110,0,0.308605922
AF131215.9,0,0.308590852
ACTL6A,0,0.308575882
APLP2,0,0.308559895
RP11-302J23.1,0,0.308556843
AC068491.1.1,0,0.308550476
SLC35D3,0,0.308548166
LSP1.1,0,0.308539876
ZNF140,0,0.308535516
CTNNAL1,0,0.30849576
FAXC,0,0.308482057
PTPN12.1,0,0.308476855
RP11-1105G2.4,0,0.308467838
NR2C1,0,0.308446382
ZNF131,0,0.30844309
C15orf52,0,0.308442532
KCNT2,0,0.308436695
CTD-2547L24.4,0,0.308426646
CTD-2527I21.4,0,0.308420051
C1orf87,0,0.308401503
MIR4428,0,0.308397642
HOXD3,0,0.308395724
PTTG4P,0,0.30838991
RP11-400K9.2,0,0.308386624
JHDM1D-AS1,0,0.308363486
RELT,0,0.308358383
S100A16.1,0,0.308350743
CMC1,0,0.308349809
RP11-761I4.3,0,0.308333898
SPTY2D1,0,0.308328778
AC008746.12,0,0.308316176
AC090421.1,0,0.308314376
RP11-471B22.3,0,0.308293109
RP11-293M10.5,0,0.30828236
RP11-131L23.1,0,0.308268196
SMARCD3,0,0.308258191
LAMA4,0,0.308249618
CD74,0,0.308247704
OSBPL9.1,0,0.308240209
MEG3,0,0.308235302
TECTA,0,0.308226236
RP11-128B16.5,0,0.308216268
MEIS3P1,0,0.308210505
BBC3,0,0.308206228
MPPED2.1,0,0.308204369
RP11-555E9.1,0,0.308192099
DCAF12L2,0,0.30819106
LCA5,0,0.30818638
RP11-542H15.1,0,0.308184167
NCALD.2,0,0.308170079
RP11-332M4.1,0,0.308169202
RCN2,0,0.308167741
PLPP1,0,0.308156006
RP11-16C18.3.1,0,0.308155742
CCDC148,0,0.308153568
RPAP1,0,0.308138851
C1GALT1,0,0.308125734
RWDD4,0,0.308121693
RP11-259K5.2,0,0.308120084
TRBV7-5,0,0.308119289
RP11-466A19.1,0,0.308104058
DDX60,0,0.308098385
RAPGEF2.2,0,0.308065472
RP1-153P14.8,0,0.308058661
FAM107B.2,0,0.30800998
NME2.1,0,0.308003378
MLLT10,0,0.308003316
SPEG,0,0.308001333
NIFK,0,0.307989277
RP11-218M22.1,0,0.30797631
HELZ2,0,0.307964613
MIIP,0,0.307955564
MYO1C.1,0,0.30795403
RP11-49K24.3,0,0.307950007
GID4,0,0.307945032
FAM126A,0,0.307932639
PLEKHG5.3,0,0.307928372
CDK4,0,0.307926716
WFS1,0,0.307926207
HCG25,0,0.307920977
CXXC4,0,0.307914797
RPS3,0,0.307909224
RP11-74C13.4,0,0.307906399
EPS15L1,0,0.307897477
PECAM1,0,0.307897315
RP1-170O19.16,0,0.307887351
TMEM198,0,0.307847684
RP11-1078H9.5,0,0.307842526
DDOST,0,0.307833001
RNA5SP77,0,0.307826309
RP11-2B6.3,0,0.30781573
SH3D21,0,0.307813491
PILRA,0,0.307806592
RP11-689P11.2,0,0.307784801
TACR1,0,0.307759532
AC016725.4,0,0.307734493
BIRC6,0,0.30773148
CTD-2335A18.1,0,0.307730548
PTK2B.1,0,0.307708316
HSPH1,0,0.307703062
RNU6-574P,0,0.307701906
RP11-58B17.1,0,0.307683805
FLVCR1,0,0.307647903
ZMYM2,0,0.307635152
CDC26,0,0.307625347
COTL1,0,0.307624352
ABCD3,0,0.307596899
MIR6715A,0,0.307593993
ATP5E,0,0.307569021
KIAA0408,0,0.307565143
CFP,0,0.307560135
CEP41,0,0.307556329
UNC13A,0,0.307533649
AC009518.4,0,0.307532817
CTD-2562G15.3,0,0.307530979
MIR5702,0,0.307526065
HIF1A,0,0.307517998
FBXO32,0,0.307510185
RP11-1094M14.10,0,0.307508026
C6orf1,0,0.307500578
COLQ.1,0,0.307480228
MYL9,0,0.307467684
CACYBP,0,0.307453118
EID2B,0,0.307447548
FTO.1,0,0.307440746
ARID4A,0,0.307439805
TNS1.1,0,0.307431392
PACSIN1.1,0,0.307424151
LTBP1,0,0.307421379
HOXA2,0,0.307385395
RP11-491F9.1,0,0.307378898
RSBN1.1,0,0.307367099
CTB-43E15.4.1,0,0.307352879
KIAA0513.2,0,0.307349242
ZNF598,0,0.307346327
MAML1,0,0.307326646
DUSP16,0,0.307318784
TMEM170B,0,0.3073158
TRIM8.1,0,0.307305992
NCRNA00111,0,0.307267349
NOSIP,0,0.307257718
FCRLA,0,0.307247728
CLIP4.2,0,0.307235295
RP11-305A4.5,0,0.307223692
KLF6,0,0.307197149
ITFG2,0,0.307193869
C14orf105,0,0.307183991
RP11-245B11.2,0,0.307179323
ZBTB5,0,0.307166713
ERH,0,0.307163822
BCAR3,0,0.307161332
ABCF2,0,0.307158165
VPS26A,0,0.307152201
CIART,0,0.307127869
EPHA10.1,0,0.307114115
TYSND1,0,0.307109841
ZNF831.1,0,0.307086876
NR3C2,0,0.307068147
SDCCAG8,0,0.307064483
CTD-2196P11.1,0,0.307057346
RNU6-145P,0,0.307051093
LL22NC03-24A12.8,0,0.30701397
PDE4D.2,0,0.30700196
RP11-385N23.1,0,0.306990614
RP11-88G17.6,0,0.306984193
EMC9,0,0.30694771
OPN3,0,0.306933624
RP3-322G13.5,0,0.306924541
HNRNPUL1.1,0,0.306899231
RP11-65D24.1,0,0.306898322
RP9P,0,0.306879942
FAM86EP,0,0.306879009
MIR5093,0,0.306868551
MIR7156,0,0.306859198
PLBD2,0,0.306839591
DYNC1LI1,0,0.306832376
GCH1,0,0.306827881
GABPB2,0,0.306827806
TBX2,0,0.306817138
RP11-317F20.3,0,0.306804399
RP11-159F24.3,0,0.306797486
SPRY1.1,0,0.306794764
MBOAT2,0,0.306787249
RSPO3,0,0.306785562
RP11-452L6.5,0,0.306782889
TBCA.1,0,0.306775794
RPS15AP34,0,0.306774355
SORBS1,0,0.306774087
TCF23,0,0.306773257
ACOT7,0,0.306772686
CTD-2275D24.2,0,0.30674071
HDC,0,0.306740375
ST18,0,0.306694077
GGCT,0,0.306659091
RNF2,0,0.30665586
TRAV16,0,0.306643946
PLEKHG1.2,0,0.306577314
GLUDP7.1,0,0.306542643
NFKBIZ,0,0.306534542
DIXDC1,0,0.306494104
RP11-345N11.1,0,0.306486473
TOP1,0,0.306484261
RP11-304F15.3,0,0.306477492
RP11-796A5.2,0,0.306463077
MXRA7.1,0,0.30646007
RAD23B,0,0.306429498
TCOF1,0,0.306420768
DDX50,0,0.306417996
OR2AG2,0,0.306409328
CCDC68,0,0.306405882
AC099057.8,0,0.306399312
AC108448.3.1,0,0.306376661
CDS2,0,0.306375074
RP11-597D13.9.1,0,0.306371004
RP11-158I9.8,0,0.306364886
RP11-205M20.3,0,0.306364073
EEF1D,0,0.306348632
EPAS1,0,0.306346222
NPC1,0,0.30634346
RP11-59C5.3,0,0.306333442
HRH3,0,0.306304461
MIR6731,0,0.306303093
ROBO4,0,0.306285115
RP11-690G19.4,0,0.306267634
RP11-307N16.6,0,0.306248167
HNRNPA3,0,0.30624807
LYSMD4,0,0.306241485
CYB5A,0,0.306238881
RP11-315D13.1,0,0.306238172
FASLG,0,0.306230232
RP11-686D22.2,0,0.306223486
FCHSD1,0,0.30618243
UBE2D2,0,0.306173408
HIBCH,0,0.306171696
TRIM80P,0,0.306152294
RP11-305D15.6,0,0.306138957
RNU6-398P,0,0.306137984
KLHDC7A,0,0.306102659
SEMA6C.1,0,0.306097474
KCTD10,0,0.306092609
SPAAR,0,0.306091769
TRAF3IP2.1,0,0.306073764
RP11-486G15.2,0,0.306053783
RP11-543C4.1,0,0.306039066
KIT,0,0.306029727
TCF4.2,0,0.306024736
PARVG.1,0,0.306023246
AC005154.6,0,0.306021791
TRBV5-6,0,0.306016854
RP3-510L9.1,0,0.306004657
NME9,0,0.305976463
RP11-168K11.3,0,0.305967077
CRNDE.1,0,0.305965285
CLASRP,0,0.305963336
ATP2B4,0,0.305949197
AQP1.1,0,0.305946387
EPB41.1,0,0.305931431
CNGA1,0,0.305916382
VGLL2.1,0,0.305915911
SMAD3,0,0.305903698
NUMB,0,0.305897904
RP11-555K12.3,0,0.30589652
ST5.2,0,0.30589257
IL11RA.1,0,0.305890657
ARHGEF25,0,0.305872464
TNFRSF12A.1,0,0.305870424
AF027390.1,0,0.305852841
RNU6-470P,0,0.30583103
MLST8,0,0.305822544
GLCE,0,0.305783084
MTG1,0,0.305781369
PACRG-AS1,0,0.305771677
CALD1,0,0.30575371
FLT1,0,0.305738542
EID2,0,0.305731961
DEDD2,0,0.30572093
RP4-539M6.14,0,0.305714328
RP11-299J5.1,0,0.305708243
ZNF708,0,0.305700893
RP11-244K5.8,0,0.305689694
PRCC,0,0.305673775
PIGF,0,0.305662169
RP11-321A17.3,0,0.305645858
PROX1.1,0,0.305637466
TRIM6,0,0.305628228
VAC14.1,0,0.305619416
LRRCC1.1,0,0.305600171
SLC25A38.1,0,0.305591919
LRIG1,0,0.305581965
CTDSPL,0,0.305575812
CELF1.1,0,0.305565925
SCP2,0,0.305558996
ELMSAN1.1,0,0.305558795
RP11-211A18.1,0,0.305543786
KIAA1671,0,0.305523007
CALD1.2,0,0.305517881
RP11-153M7.3,0,0.305516381
RNA5SP429,0,0.30549661
ACTR6,0,0.305494311
EPT1,0,0.305471534
WBP2,0,0.305457551
RP11-117L5.1,0,0.305452298
SGSM3,0,0.305447566
WEE1,0,0.305445375
CTD-2616J11.16,0,0.305418424
GM2A,0,0.30540601
ENSA,0,0.30539904
B4GALNT1,0,0.305396755
STARD8,0,0.305392288
TXNL4A.1,0,0.305383235
WDYHV1,0,0.305382323
MRPS15,0,0.305352786
UBE2Q1,0,0.305351606
KRT8.2,0,0.305348986
KLRG2,0,0.305337669
LRRC1,0,0.305336178
RP11-424M21.1,0,0.305328377
RP11-115I9.1,0,0.305306159
TPR,0,0.305289978
PCSK2,0,0.30526724
NUMA1,0,0.305256192
IQSEC1,0,0.305251509
HRCT1,0,0.305244318
SLITRK6,0,0.305239945
PIR,0,0.305225782
TNNI1,0,0.305219199
EGR1,0,0.305195054
TAS2R30,0,0.305189886
CNDP1,0,0.30516056
RP11-470E16.1,0,0.305137696
AIF1L,0,0.305135904
CTD-2019H15.1.1,0,0.305135332
AC005740.6,0,0.305121313
AC006033.22,0,0.305102214
ADAMTSL1,0,0.305080228
PUM2,0,0.305075019
MIR7845,0,0.305059725
ABCB10,0,0.305040406
BRSK1,0,0.305023319
BNC2.2,0,0.305022794
NR4A1.1,0,0.305021413
CTB-127C13.1,0,0.304995897
SP4,0,0.304979967
CTD-2373J6.2,0,0.304974322
RP11-441F2.4,0,0.304965182
RP11-97O12.7,0,0.304947924
TEX2,0,0.304934864
CCDC81,0,0.30491247
ELOVL3,0,0.304904499
DUSP15,0,0.304885953
ATP5B,0,0.304869971
CDH24.1,0,0.304869722
11-Sep,0,0.304860941
RP4-738P15.1,0,0.30485192
GPR35,0,0.304848952
AC017116.11,0,0.304847658
NIM1K,0,0.304844084
TOM1,0,0.304839494
OR8B6P,0,0.304812082
RP5-901A4.1,0,0.304795576
KANSL2,0,0.304789131
SYBU,0,0.304775764
RP11-352M15.1,0,0.304745539
HDAC7.2,0,0.304739447
ZNF225,0,0.304734599
SFRP2.1,0,0.304724875
SPAST,0,0.304722068
AC021068.1,0,0.304630007
RARG.1,0,0.304626453
GDF6,0,0.304601208
TMEM255A,0,0.304596722
RP11-137H2.4,0,0.30459268
CCDC146,0,0.304567415
LAMTOR4,0,0.304550685
UVRAG,0,0.304533257
SLC6A8.1,0,0.304529201
NACAP1,0,0.304525169
CTD-2561J22.5,0,0.304524819
GADD45A,0,0.30451986
EPDR1,0,0.304509274
ACRBP,0,0.304505626
RP11-334A14.6,0,0.304483198
GPSM3,0,0.304474637
NKAPP1,0,0.304474516
NDRG2,0,0.304453796
TMEM97,0,0.304447705
VWA3A,0,0.304399957
CDC25C,0,0.304369913
RP4-773A18.4,0,0.304364058
AC009500.2,0,0.304355498
RP11-861E21.3,0,0.304354191
N4BP2L1,0,0.304344083
TCTN3,0,0.304342884
PDLIM7,0,0.304314164
LRIF1,0,0.304302177
NCAPH2,0,0.304288133
RP11-118B22.3,0,0.304278255
RP11-7O11.3,0,0.304277084
WDFY4.1,0,0.304249571
RHEBP1,0,0.304247939
CDC20B,0,0.304226064
CTD-2206N4.4,0,0.304198652
ATP6V1E2,0,0.304181688
UVSSA,0,0.304181079
CRMP1.1,0,0.30417214
ZCCHC11,0,0.304151022
RSPH6A.1,0,0.304148602
TXNRD2.2,0,0.304127444
CTC-559E9.1,0,0.304107333
RP11-75C9.1.1,0,0.304104932
ASF1A,0,0.304100859
AC006262.10,0,0.304074369
PTPN20,0,0.30406301
EDA2R,0,0.304018301
RF02102,0,0.304005933
RP5-1027G4.3.1,0,0.303975107
CREB1,0,0.303966411
MED24,0,0.303964578
CRYBG3,0,0.303938131
ACSL3.1,0,0.303919955
RASGRP3.1,0,0.303890748
HCG14,0,0.303888819
MAP9,0,0.30388598
RNU6-196P,0,0.303863272
ARF4P2,0,0.30384816
RN7SL505P,0,0.303846413
PALD1,0,0.303837751
ETFDH,0,0.303837599
ACADM,0,0.303835414
ECE1.2,0,0.303820049
RP11-272L13.1,0,0.303801136
RP11-279N21.1,0,0.30378988
NPC1L1,0,0.303759302
KCNN2,0,0.303750845
C11orf76,0,0.303711318
STT3B,0,0.303710317
ANKRD27,0,0.303694522
OLMALINC,0,0.303674415
PSMA8,0,0.303673701
COX5AP2,0,0.303672432
AC003986.7,0,0.303672425
C1orf158.1,0,0.303657821
MYH7B,0,0.303656485
FSTL1,0,0.303648732
URM1,0,0.303619014
OGFR.1,0,0.30360746
CTA-221G9.7,0,0.303605616
RP11-564D11.3,0,0.303565928
DCAF11,0,0.303556008
SRRM3,0,0.303550082
CATSPERG,0,0.303548098
PKHD1L1,0,0.303547912
RP11-81N13.1,0,0.303538232
SIRPG,0,0.303528151
RP11-199F6.5,0,0.3035277
CCL15,0,0.303505102
PPFIA4,0,0.303438922
SMAP2,0,0.303430116
DENR,0,0.303425606
RP11-96C23.5,0,0.303388085
RF02148,0,0.303375274
RP11-125M16.1,0,0.303346127
PAIP2B,0,0.303345033
SEC61A2,0,0.303343742
RP11-68I3.5,0,0.30332671
ANKRD2,0,0.303316314
PIGS,0,0.303302864
RN7SKP253,0,0.303288869
RP11-192P3.3,0,0.303287633
MPDU1,0,0.303278021
CTC-537E7.2,0,0.303268817
MIR143HG,0,0.303240164
AC104777.1,0,0.303238085
TYW1B,0,0.303226682
SLC44A2.1,0,0.303224637
ZBTB3,0,0.303223476
TREML2,0,0.303216885
EPHB3,0,0.303210674
TAOK3,0,0.303209179
RP11-521D12.4,0,0.30320562
RP5-836N17.4,0,0.303202949
RSG1,0,0.303179757
MOCOS,0,0.303135882
C9orf163,0,0.30312694
LYPLA2P2,0,0.303123076
RALB,0,0.30309985
PC,0,0.303096346
BSDC1,0,0.303092006
LDHB,0,0.303077801
MITF.2,0,0.303068773
CTD-2248H3.1,0,0.303062083
RF01981,0,0.303025558
RSF1,0,0.303020332
ADGRV1,0,0.302933708
CTD-2233K9.1,0,0.302912694
SLC10A2,0,0.302903973
ARF3,0,0.302894943
RP11-365D9.1,0,0.302889636
TMEM41B,0,0.302867276
CDK8,0,0.302849051
RP11-117L5.3,0,0.30284272
NAMPT,0,0.302842184
FMO1.1,0,0.302839878
ZNF43,0,0.302834248
RP11-649A16.1,0,0.302814805
FAM225B,0,0.302787923
PCSK5,0,0.302784473
RP11-180I4.4,0,0.30274501
RPS27,0,0.302733541
OTOS,0,0.302727346
RP5-1187M17.7,0,0.30270528
RNA5SP161,0,0.302700094
RNU4-24P.1,0,0.302695849
TRAV8-2,0,0.302673891
RP3-438O4.4,0,0.302657643
CRY2,0,0.302629624
EIF2AK3,0,0.30261948
AC008060.5,0,0.302609456
RP11-803B1.8,0,0.302607104
KLF13,0,0.302603317
UNC45B.1,0,0.302564145
SMCO4,0,0.302555146
MOK.1,0,0.302549758
AIG1,0,0.302545895
